[0.055s] Invoking command in '/root/ros2_ws/build/mg400_msgs': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/root/ros2_ws/install/p9n_bringup:/root/ros2_ws/install/mg400_bringup:/root/ros2_ws/install/integration_package:/opt/ros/humble /usr/bin/cmake --build /root/ros2_ws/build/mg400_msgs -- -j4 -l4
[0.373s] [  0%] Built target mg400_msgs__cpp
[0.394s] [  0%] Built target ament_cmake_python_symlink_mg400_msgs
[0.533s] [ 12%] Built target mg400_msgs__rosidl_generator_c
[0.546s] [ 24%] Built target mg400_msgs__rosidl_typesupport_cpp
[0.555s] [ 43%] Built target mg400_msgs__rosidl_typesupport_introspection_cpp
[0.557s] [ 49%] Built target mg400_msgs__rosidl_typesupport_fastrtps_cpp
[0.781s] [ 62%] Built target mg400_msgs__rosidl_typesupport_c
[0.781s] [ 75%] Built target mg400_msgs__rosidl_typesupport_introspection_c
[0.798s] [ 88%] Built target mg400_msgs__rosidl_typesupport_fastrtps_c
[0.992s] [ 88%] Built target mg400_msgs
[1.005s] running egg_info
[1.007s] writing mg400_msgs.egg-info/PKG-INFO
[1.008s] writing dependency_links to mg400_msgs.egg-info/dependency_links.txt
[1.649s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_lio__rosidl_typesupport_fastrtps_c.h
[1.650s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/arch__rosidl_typesupport_fastrtps_c.h
[1.650s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/collision_level__rosidl_typesupport_fastrtps_c.h
[1.650s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/di_index__rosidl_typesupport_fastrtps_c.h
[1.650s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/distance_mode__rosidl_typesupport_fastrtps_c.h
[1.650s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/do_index__rosidl_typesupport_fastrtps_c.h
[1.650s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/do_status__rosidl_typesupport_fastrtps_c.h
[1.650s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/error_id__rosidl_typesupport_fastrtps_c.h
[1.650s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/id_array__rosidl_typesupport_fastrtps_c.h
[1.650s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/move_jog__rosidl_typesupport_fastrtps_c.h
[1.650s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/robot_mode__rosidl_typesupport_fastrtps_c.h
[1.650s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/tool__rosidl_typesupport_fastrtps_c.h
[1.650s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/tool_do_index__rosidl_typesupport_fastrtps_c.h
[1.650s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/user__rosidl_typesupport_fastrtps_c.h
[1.651s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/rosidl_typesupport_fastrtps_c__visibility_control.h
[1.651s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/acc_j__rosidl_typesupport_fastrtps_c.h
[1.651s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/acc_l__rosidl_typesupport_fastrtps_c.h
[1.651s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/arch__rosidl_typesupport_fastrtps_c.h
[1.651s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/clear_error__rosidl_typesupport_fastrtps_c.h
[1.651s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/cp__rosidl_typesupport_fastrtps_c.h
[1.651s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/di__rosidl_typesupport_fastrtps_c.h
[1.651s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/disable_robot__rosidl_typesupport_fastrtps_c.h
[1.651s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/do__rosidl_typesupport_fastrtps_c.h
[1.651s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/emergency_stop__rosidl_typesupport_fastrtps_c.h
[1.651s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/enable_robot__rosidl_typesupport_fastrtps_c.h
[1.651s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/get_angle__rosidl_typesupport_fastrtps_c.h
[1.651s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/get_pose__rosidl_typesupport_fastrtps_c.h
[1.652s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/joint_mov_j__rosidl_typesupport_fastrtps_c.h
[1.652s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/move_jog__rosidl_typesupport_fastrtps_c.h
[1.652s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/pay_load__rosidl_typesupport_fastrtps_c.h
[1.652s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/reset_robot__rosidl_typesupport_fastrtps_c.h
[1.652s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/robot_mode__rosidl_typesupport_fastrtps_c.h
[1.652s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/set_collision_level__rosidl_typesupport_fastrtps_c.h
[1.652s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/speed_factor__rosidl_typesupport_fastrtps_c.h
[1.652s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/speed_j__rosidl_typesupport_fastrtps_c.h
[1.652s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/speed_l__rosidl_typesupport_fastrtps_c.h
[1.652s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/tool__rosidl_typesupport_fastrtps_c.h
[1.653s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/tool_do_execute__rosidl_typesupport_fastrtps_c.h
[1.653s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/user__rosidl_typesupport_fastrtps_c.h
[1.653s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_j__builder.hpp
[1.653s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_j__struct.hpp
[1.653s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_j__traits.hpp
[1.653s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_j__type_support.hpp
[1.653s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_jio__builder.hpp
[1.653s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_jio__struct.hpp
[1.653s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_jio__traits.hpp
[1.653s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_jio__type_support.hpp
[1.653s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_l__builder.hpp
[1.654s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_l__struct.hpp
[1.654s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_l__traits.hpp
[1.655s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_l__type_support.hpp
[1.657s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_lio__builder.hpp
[1.657s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_lio__struct.hpp
[1.658s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_lio__traits.hpp
[1.658s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/detail/mov_lio__type_support.hpp
[1.658s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/mov_j.hpp
[1.658s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/mov_jio.hpp
[1.658s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/mov_l.hpp
[1.658s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/action/mov_lio.hpp
[1.658s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/arch.hpp
[1.658s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/collision_level.hpp
[1.658s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/arch__builder.hpp
[1.658s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/arch__struct.hpp
[1.659s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/arch__traits.hpp
[1.659s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/arch__type_support.hpp
[1.659s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/collision_level__builder.hpp
[1.659s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/collision_level__struct.hpp
[1.659s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/collision_level__traits.hpp
[1.659s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/collision_level__type_support.hpp
[1.659s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/di_index__builder.hpp
[1.659s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/di_index__struct.hpp
[1.659s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/di_index__traits.hpp
[1.660s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/di_index__type_support.hpp
[1.660s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/distance_mode__builder.hpp
[1.660s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/distance_mode__struct.hpp
[1.661s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/distance_mode__traits.hpp
[1.661s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/distance_mode__type_support.hpp
[1.661s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/do_index__builder.hpp
[1.661s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/do_index__struct.hpp
[1.662s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/do_index__traits.hpp
[1.662s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/do_index__type_support.hpp
[1.663s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/do_status__builder.hpp
[1.663s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/do_status__struct.hpp
[1.663s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/do_status__traits.hpp
[1.663s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/do_status__type_support.hpp
[1.664s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/error_id__builder.hpp
[1.664s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/error_id__struct.hpp
[1.664s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/error_id__traits.hpp
[1.664s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/error_id__type_support.hpp
[1.665s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/id_array__builder.hpp
[1.665s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/id_array__struct.hpp
[1.665s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/id_array__traits.hpp
[1.666s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/id_array__type_support.hpp
[1.667s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/move_jog__builder.hpp
[1.667s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/move_jog__struct.hpp
[1.667s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/move_jog__traits.hpp
[1.667s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/move_jog__type_support.hpp
[1.667s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/robot_mode__builder.hpp
[1.667s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/robot_mode__struct.hpp
[1.667s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/robot_mode__traits.hpp
[1.667s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/robot_mode__type_support.hpp
[1.667s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/tool__builder.hpp
[1.667s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/tool__struct.hpp
[1.667s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/tool__traits.hpp
[1.668s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/tool__type_support.hpp
[1.668s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/tool_do_index__builder.hpp
[1.668s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/tool_do_index__struct.hpp
[1.668s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/tool_do_index__traits.hpp
[1.668s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/tool_do_index__type_support.hpp
[1.668s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/user__builder.hpp
[1.668s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/user__struct.hpp
[1.668s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/user__traits.hpp
[1.668s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/detail/user__type_support.hpp
[1.668s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/di_index.hpp
[1.668s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/distance_mode.hpp
[1.669s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/do_index.hpp
[1.669s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/do_status.hpp
[1.669s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/error_id.hpp
[1.669s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/id_array.hpp
[1.669s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/move_jog.hpp
[1.669s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/robot_mode.hpp
[1.669s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/rosidl_generator_cpp__visibility_control.hpp
[1.669s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/tool.hpp
[1.671s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/tool_do_index.hpp
[1.671s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/msg/user.hpp
[1.671s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/acc_j.hpp
[1.671s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/acc_l.hpp
[1.671s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/arch.hpp
[1.671s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/clear_error.hpp
[1.671s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/cp.hpp
[1.672s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/acc_j__builder.hpp
[1.672s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/acc_j__struct.hpp
[1.672s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/acc_j__traits.hpp
[1.672s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/acc_j__type_support.hpp
[1.672s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/acc_l__builder.hpp
[1.672s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/acc_l__struct.hpp
[1.672s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/acc_l__traits.hpp
[1.672s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/acc_l__type_support.hpp
[1.672s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/arch__builder.hpp
[1.672s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/arch__struct.hpp
[1.672s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/arch__traits.hpp
[1.672s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/arch__type_support.hpp
[1.673s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/clear_error__builder.hpp
[1.673s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/clear_error__struct.hpp
[1.673s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/clear_error__traits.hpp
[1.673s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/clear_error__type_support.hpp
[1.673s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/cp__builder.hpp
[1.673s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/cp__struct.hpp
[1.673s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/cp__traits.hpp
[1.673s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/cp__type_support.hpp
[1.673s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/di__builder.hpp
[1.673s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/di__struct.hpp
[1.673s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/di__traits.hpp
[1.673s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/di__type_support.hpp
[1.675s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/disable_robot__builder.hpp
[1.675s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/disable_robot__struct.hpp
[1.676s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/disable_robot__traits.hpp
[1.676s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/disable_robot__type_support.hpp
[1.676s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/do__builder.hpp
[1.676s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/do__struct.hpp
[1.676s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/do__traits.hpp
[1.676s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/do__type_support.hpp
[1.676s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/emergency_stop__builder.hpp
[1.676s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/emergency_stop__struct.hpp
[1.676s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/emergency_stop__traits.hpp
[1.677s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/emergency_stop__type_support.hpp
[1.677s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/enable_robot__builder.hpp
[1.677s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/enable_robot__struct.hpp
[1.677s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/enable_robot__traits.hpp
[1.677s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/enable_robot__type_support.hpp
[1.677s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/get_angle__builder.hpp
[1.680s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/get_angle__struct.hpp
[1.680s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/get_angle__traits.hpp
[1.680s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/get_angle__type_support.hpp
[1.680s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/get_pose__builder.hpp
[1.680s] -- Up-to-date symlink: /root/ros2_ws/install/mg400_msgs/include/mg400_msgs/mg400_msgs/srv/detail/get_pose__struct.hpp
